smiles,source,predicted_pIC50,predicted_IC50_nM,MolWt,LogP,QED,AromaticRings,RingCount,is_novel,admet_caco2_class,admet_caco2_risk,admet_hia_class,admet_hia_risk,admet_pgp_substrate,admet_pgp_risk,admet_bioavailability_score,admet_bioavailability_risk,admet_tpsa,admet_mw,admet_logp,admet_bbb_penetrant,admet_bbb_logbb,admet_bbb_risk,admet_ppb_class,admet_ppb_risk,admet_vod_class,admet_vod_risk,admet_cyp_alerts,admet_cyp_n_alerts,admet_cyp_inhibition_risk,admet_cyp_risk,admet_metabolic_stability,admet_metabolic_stability_score,admet_metabolic_risk,admet_renal_clearance,admet_renal_risk,admet_halflife_class,admet_halflife_risk,admet_herg_risk_flag,admet_herg_alerts,admet_herg_n_alerts,admet_herg_risk,admet_ames_alerts,admet_ames_n_alerts,admet_ames_risk,admet_hepatotox_alerts,admet_hepatotox_n_alerts,admet_hepatotox_risk,admet_mrdd_class,admet_mrdd_risk,admet_score,admet_class,admet_absorption_score,admet_distribution_score,admet_metabolism_score,admet_excretion_score,admet_toxicity_score,admet_n_red_flags,admet_n_yellow_flags,admet_n_green_flags
CC(C)c1ccccc1[C@@H]1C(Cl)CCN1C1CC2(CC3C2CN3c2ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@H]4CC[C@@](O)(C(F)(F)F)CC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)C1,mutation,8.555911243665223,2.780281413070932,976.5189999999998,9.812699999999998,0.0500680483658164,5,10,True,low,red,low,red,True,yellow,0.0,red,183.03,976.5189999999998,9.812699999999998,False,-0.145,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso,alkyl_halide,nitrogen_mustard",4,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CN(C)CC(=O)N1CCC(c2ccccc2[C@H]2CCC[SH]2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+][O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,8.516549852380958,3.044038546762885,972.2469999999996,9.390500000000005,0.0489022609882772,6,9,True,low,red,low,red,True,yellow,0.15,red,194.11999999999998,972.2469999999995,9.390500000000003,False,-0.322,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.391,poor,0.163,0.667,0.25,0.5,0.5,5,8,2
CNCC(=O)N1CCC(c2cccc(F)c2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,8.499448075966814,3.166299001943511,958.1059999999997,8.961690000000003,0.0482293525427633,6,9,True,low,red,low,red,True,yellow,0.0,red,212.12999999999997,958.1059999999997,8.961690000000003,False,-0.568,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
C[C@]1(O)CC[C@H](CNc2cc3c(cc2[N+](=O)[O-])S(=O)NC(=O)c2ccc(cc2Oc2cnc4[nH]ccc4c2)-c2ccc(cc2)N2CCC[C@@H]2c2ccccc2C2=CCN(CC2)C3)CC1,mutation,8.497556438152964,3.1801203932239424,878.0679999999994,9.680299999999995,0.0935134842476434,6,14,True,low,red,low,red,True,yellow,0.15,red,165.96,878.0679999999994,9.680299999999997,True,0.005,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.25,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.316,poor,0.163,0.5,0.375,0.5,0.25,6,9,0
COC1C(N2CCC[C@@H]2c2ccccc2C(C)C)CC12CCN(c1ccc(C(=O)NS(=O)(=O)c3ccc(NC[C@H]4CC[C@@](O)(C(F)(F)F)CC4)c([N+][O-])c3)c(Oc3cnc4[nH]ccc4c3)c1)CC2,mutation,8.485175212633477,3.272086585311813,958.1169999999996,9.437500000000004,0.0777354858927888,5,9,True,low,red,low,red,True,yellow,0.0,red,186.28,958.1169999999997,9.437500000000004,False,-0.236,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.356,poor,0.125,0.5,0.25,0.5,0.5,5,9,1
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]cc(F)c5c4)c3)cc2)CC1,mutation,8.484990070591634,3.273481790554197,898.0739999999997,9.9356,0.0647652920646721,6,9,True,low,red,low,red,True,yellow,0.15,red,165.96,898.0739999999997,9.935599999999999,True,0.044,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CN1CCN(C2CC3(CCN(c4ccc(C(=O)NS(=O)c5ccc(NC[C@H]6CC[C@](C)(O)CC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CS3)C2)[C@@H](c2ccccc2C2CC2)C1,mutation,8.454942075625484,3.507986588847273,919.187,8.737200000000005,0.0655876450247826,5,10,True,low,red,low,red,True,yellow,0.0,red,169.20000000000002,919.1869999999999,8.737200000000005,False,-0.174,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CN(C)CCOC1CC(c2ccccc2C2CC2)N(C2(N)CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)C1,mutation,8.452704974183604,3.5261032566806003,962.1869999999994,7.527200000000007,0.0524800956326906,5,10,True,low,red,low,red,True,yellow,0.0,red,210.51999999999995,962.1869999999994,7.527200000000007,False,-0.774,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,8.442256796305916,3.611962258373064,879.0759999999996,10.305989999999996,0.0751733319523504,6,9,True,low,red,low,red,True,yellow,0.15,red,162.79999999999998,879.0759999999996,10.305989999999996,True,0.133,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@@H]5COCCO5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1CC,mutation,8.425682904272952,3.75246884967837,878.0649999999996,7.994000000000009,0.0723889063427871,5,9,True,low,red,low,red,True,yellow,0.0,red,181.26000000000002,878.0649999999996,7.994000000000009,False,-0.41,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CNCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2S2=CC=C(c3ccc(C(=O)NS(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)C=C2)CC1,mutation,8.399502999640367,3.985630194581369,959.2079999999996,8.728400000000006,0.0382657920929172,5,9,True,low,red,low,red,True,yellow,0.0,red,195.05999999999997,959.2079999999995,8.728400000000006,False,-0.434,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CC[C]CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,8.385765548520926,4.113717379341093,864.0409999999996,9.79289,0.0752701853583591,6,9,True,low,red,low,red,True,yellow,0.15,red,162.79999999999998,864.0409999999996,9.79289,True,0.054,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)CC5)c([N+]=O)c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,8.381942529761899,4.150089571832838,863.0769999999995,10.131489999999998,0.1030846001252709,6,9,True,low,red,low,red,True,yellow,0.15,red,150.82999999999998,863.0769999999995,10.131489999999998,True,0.226,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,aromatic_nitroso,1,yellow,aniline,1,yellow,high_dose,yellow,0.328,poor,0.163,0.5,0.25,0.5,0.375,5,10,0
CCc1ccccc1[C@@H]1CCCN1C1CC2(C=CN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.374982387092354,4.217136057692498,928.0469999999996,9.5497,0.06518202100859,5,9,True,low,red,low,red,True,yellow,0.0,red,183.03,928.0469999999997,9.549700000000001,False,-0.186,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CN(C)CC(=O)N1CCC(c2ccccc2[C@H]2C3CCN2c2ccc(cc2)-c2ccc(c(Oc4cnc5[nH]ccc5c4)c2)C(=O)NS(=O)c2ccc(c([N+](=O)[O-])c2)NC[C@H]2CC[C@](C)(O)C3C2)CC1,mutation,8.366886905781442,4.296482965080863,951.1629999999998,8.811000000000003,0.088541984505542,6,14,True,low,red,low,red,True,yellow,0.0,red,186.27,951.1629999999998,8.811000000000003,False,-0.333,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.25,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.331,poor,0.125,0.667,0.375,0.5,0.25,6,8,1
CO[C@]1(C)CC[C@@H](ONc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC4C5C5CC[C@@H](c6ccccc6C(C)C)N54)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,mutation,8.338312779825728,4.588674164966581,904.103,9.391100000000003,0.0753622508476224,5,10,True,low,red,low,red,True,yellow,0.0,red,181.25999999999996,904.103,9.391100000000003,False,-0.193,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CC(C)c1ccccc1[C@H]1CCCN1C12CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@H]6CC[C@@](O)(C(F)(F)F)CC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC31)C2,mutation,8.297159321298702,5.044761960932648,942.0739999999996,9.597,0.0651574744914166,5,11,True,low,red,low,red,True,yellow,0.0,red,183.03,942.0739999999997,9.597000000000001,False,-0.179,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CC(C)c1ccccc1[C@@H]1CN(C)CCN1C12CC34CCN(CC3)c3ccc(c(Oc5cnc6[nH]ccc6c5)c3)C(=O)NS(=O)(=O)c3ccc(c([N+](=O)[O-])c3)N(C[C@@H]3CC[C@@](C)(O)CC31)C42,mutation,8.286406760185935,5.171222683790592,915.13,7.592800000000009,0.1125565689809983,5,15,True,low,red,low,red,True,yellow,0.0,red,177.48000000000002,915.1299999999999,7.592800000000009,False,-0.434,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.25,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.331,poor,0.125,0.667,0.375,0.5,0.25,6,8,1
CCc1ccccc1[C@@H]1CCCN1C1CC23CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6N)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)C(C2)C13,mutation,8.285430777084024,5.182856958383939,861.0379999999997,6.914600000000006,0.0705985118578376,5,10,True,low,red,low,red,True,yellow,0.0,red,198.04999999999998,861.0379999999997,6.914600000000006,False,-0.745,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CO[C@]12CC[C@H](CC1)CNc1cc(c(S(=O)(=O)NC(=O)c3ccc(N4CCC56CC(C5)N5CCC[C@H]5c5c(C(C)C)cccc5C6C4)cc3Oc3cnc4[nH]ccc4c3)cc1[N+](=O)[O-])C2,mutation,8.268000598600294,5.39509878892982,900.115,9.342100000000002,0.0951112501719515,5,13,True,low,red,low,red,True,yellow,0.0,red,172.02999999999997,900.115,9.342100000000002,False,-0.108,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CN1CCN(C2CC34C=CN(CC3)c3ccc(c(Oc5cnc6[nH]ccc6c5)c3)C(=O)NS(=O)(=O)c3ccc(c([N+](=O)[O-])c3)NC[C@H]3CC[C@](O)(CC3)CC24)[C@@H](c2ccccc2C2CC2)C1,mutation,8.254615396383619,5.563967744323353,913.1139999999996,8.083800000000009,0.0949752201325656,5,16,True,low,red,low,red,True,yellow,0.0,red,186.27,913.1139999999995,8.083800000000009,False,-0.446,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.25,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.331,poor,0.125,0.667,0.375,0.5,0.25,6,8,1
COC1CN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc(N)c(Cl)c3)c2)CCC12CC(N1CCC[C@H]1c1ccccc1C1CC1)O2,mutation,8.207204798124101,6.20576323078721,902.4709999999995,7.399700000000007,0.0835023759820035,4,9,True,low,red,low,red,True,yellow,0.0,red,200.72000000000003,902.4709999999995,7.399700000000007,False,-0.696,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_amine,aromatic_nitroso",3,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.306,poor,0.125,0.667,0.25,0.5,0.25,6,8,1
CCc1ccccc1[C@@H]1CCCN1C1=CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(OC4=CN=C5NC=CS5=C4)c3)CC2)C1,mutation,8.177939404148628,6.6383568701148,866.0789999999996,7.561000000000008,0.0881558907954475,3,9,True,low,red,low,red,True,yellow,0.0,red,167.73999999999998,866.0789999999996,7.561000000000008,False,-0.341,green,high,yellow,high,yellow,,0,low,green,low,0.25,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.381,poor,0.125,0.667,0.625,0.5,0.25,6,7,2
O=C(NS(=O)(=O)c1ccc(NCC2CCC(O)(C(F)(F)F)CC2)c([N+](=O)[O-])c1)c1ccc(N2CCC34CC(C3)N3CCC[C@H]3c3c(C5CC5)cccc3C2C4F)cc1Oc1cnc2[nH]ccc2c1,mutation,8.161663729011549,6.891857211841466,958.0479999999994,9.743799999999998,0.0561860098501832,5,12,True,low,red,low,red,True,yellow,0.0,red,183.03,958.0479999999994,9.743799999999998,False,-0.156,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
O=C(NS(=O)c1ccc(NC[C@@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(N2C=CC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,8.133572873068049,7.352366150376045,844.0069999999997,8.130400000000007,0.0774709527292301,5,10,True,low,red,low,red,True,yellow,0.0,red,164.18999999999997,844.0069999999997,8.130400000000007,False,-0.218,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CCC1C(N2CCC[C@H]2c2ccccc2C2CC2)CC12CCN(c1ccc(CNS(=O)(=O)c3ccc(NCC4CCOC(C)(C)C4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c1)CC2,mutation,8.114379905814184,7.684579257289045,902.1749999999996,10.458599999999995,0.068301025531377,5,10,True,low,red,low,red,True,yellow,0.15,red,154.96,902.1749999999996,10.458599999999995,True,0.235,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.291,poor,0.163,0.5,0.25,0.5,0.25,6,9,0
COC1C(N2CCC[C@H]2c2ccccc2C2CC2)CC12CCN(c1ccc(CNS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc(N)c(Cl)c3)c1)CC2,mutation,8.110166180997338,7.759501456830354,886.5159999999996,8.423100000000007,0.076941426306627,4,9,True,low,red,low,red,True,yellow,0.0,red,174.42,886.5159999999996,8.423100000000007,False,-0.275,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_amine,aromatic_nitroso",3,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1OC,mutation,7.905831313606393,12.421346773681869,862.0659999999997,8.327900000000007,0.0726702321175462,5,9,True,low,red,low,red,True,yellow,0.0,red,164.19,862.0659999999997,8.327900000000007,False,-0.187,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
O=C(NS(=O)(=O)c1ccc(NCC2CCC(O)(C(F)(F)F)CC2)c([N+](=O)[O-])c1)c1ccc(N2CCC34CC(C3)N3C=CC[C@H]3c3ccc(cc3C3CC3)C4C2)cc1Oc1cnc2[nH]ccc2c1,mutation,7.825279176344766,14.952741440589586,938.0419999999996,9.5718,0.0731046530964555,5,14,True,low,red,low,red,True,yellow,0.0,red,183.03,938.0419999999995,9.5718,False,-0.183,yellow,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,low,0.0,red,False,yellow,long,yellow,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,"aromatic_nitro,aromatic_nitroso",2,red,"aniline,nitroaromatic_hep",2,yellow,high_dose,yellow,0.281,poor,0.125,0.5,0.25,0.5,0.25,6,9,0
CN1CC=C(c2ccccc2C2CC3(CCN(C(=O)C4CC5(CCN(c6ccccc6C6=CCN(C)CC6)CC5)C4)CC3)C2)CC1,brics,7.454286887588525,35.1328282336364,618.9099999999999,7.307400000000009,0.3517390628321581,2,8,True,high,green,moderate,yellow,False,green,0.6499999999999999,yellow,30.03,618.9099999999999,7.307400000000009,True,0.996,green,high,yellow,high,yellow,,0,low,green,moderate,0.5,yellow,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.672,moderate,0.787,0.667,0.75,0.75,0.5,1,8,6
CN1CC=C(c2ccccc2C2CC3(CCN(C(=O)C4CC5(CCN(c6cnc7[nH]ccc7c6)CC5)C4)CC3)C2)CC1,brics,7.434959560194811,36.73165019831151,563.7900000000001,6.464800000000007,0.3956662294117021,3,8,True,high,green,moderate,yellow,False,green,0.6499999999999999,yellow,55.47,563.7900000000001,6.464800000000007,True,0.611,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,moderate,0.5,yellow,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,,0,green,high_dose,yellow,0.659,moderate,0.787,0.667,0.5,0.75,0.625,1,8,6
CN1CC=C(c2ccccc2N2CCC3(CC2)CC(C(=O)N2CCC4(CC2)CC(c2cnc5[nH]ccc5c2)C4)C3)CC1,brics,7.419490038746809,38.06360880113795,563.7900000000001,6.464800000000007,0.3956662294117021,3,8,True,high,green,moderate,yellow,False,green,0.6499999999999999,yellow,55.47,563.7900000000001,6.464800000000007,True,0.611,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,moderate,0.5,yellow,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.622,moderate,0.787,0.667,0.5,0.75,0.5,1,9,5
CN1CC=C(c2ccccc2C2CCN(C(=O)C3CC4(CCN(c5ccccc5C5=CCN(C)CC5)CC4)C3)CC2)CC1,brics,7.4140576565634415,38.54271852860486,578.845,6.527200000000008,0.4038278929742894,2,7,True,high,green,moderate,yellow,False,green,0.6499999999999999,yellow,30.03,578.845,6.527200000000008,True,0.875,green,high,yellow,high,yellow,,0,low,green,moderate,0.5,yellow,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.672,moderate,0.787,0.667,0.75,0.75,0.5,1,8,6
CN1CC=C(c2ccccc2C2CC3(CCN(C(=O)C4CC5(CCN([C@H]6CC[C@](C)(O)CC6)CC5)C4)CC3)C2)CC1,brics,7.397493922661789,40.04110714790555,559.8390000000003,6.077500000000007,0.4859802634331077,1,7,True,high,green,moderate,yellow,False,green,0.6499999999999999,yellow,47.019999999999996,559.8390000000003,6.077500000000007,True,0.636,green,high,yellow,high,yellow,,0,low,green,moderate,0.5,yellow,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,,0,green,high_dose,yellow,0.709,favorable,0.787,0.667,0.75,0.75,0.625,1,7,7
CN1CC=C(c2ccccc2N2CCC3(CC2)CC(C(=O)N2CCC(c4cnc5[nH]ccc5c4)CC2)C3)CC1,brics,7.389764756004003,40.76010029761501,523.7250000000003,5.684600000000006,0.4777927543984489,3,7,True,high,green,moderate,yellow,False,green,0.6499999999999999,yellow,55.47,523.7250000000003,5.684600000000006,True,0.49,green,high,yellow,high,yellow,pyridine_N,1,moderate,yellow,moderate,0.5,yellow,False,yellow,medium,green,True,"basic_nitrogen_long_chain,high_logp_mw",2,red,,0,green,aniline,1,yellow,high_dose,yellow,0.622,moderate,0.787,0.667,0.5,0.75,0.5,1,9,5
